Tc
353.0
352.82433991660133
352.6492767605751
352.4748079030408
352.30093073945216
352.12764268909496
351.9549411945963
351.78282372144827
351.6112877575442
351.44033081272653
351.2699504183485
351.1001441268441
350.9309095113139
350.762244165119
350.59414570148584
350.42661175312304
350.25963997184743
350.0932280282184
349.9273736111856
349.76207442774313
349.5973282025927
349.4331326778177
349.26948561256387
349.10638478273023
348.9438279806657
348.78181301487496
348.6203377097338
348.45939990520816
348.2989974565833
348.1391282341993
347.97979012319263
347.82098102324585
347.6626988483426
347.50494152652914
347.3477069996827
347.1909932232853
347.0347981662033
346.87911981047256
346.72395615108906
346.56930519580595
346.4151649649345
346.2615334911502
346.1084088193047
345.955789006241
345.80367212061543
345.6520562427222
345.500939464323
345.3503198884815
345.20019562940126
345.0505648122677
344.90142557309457
344.75277605857326
344.6046144259274
344.4569388427694
344.30974748696156
344.1630385464803
344.01681021928306
343.87106071317965
343.7257882457064
343.58099104400264
343.43666734469093
343.2928153937593
343.1494334464476
343.00651976713567
342.86407262923393
342.7220903150778
342.58057111582303
342.43951333134504
342.29891527013837
342.1587752492224
342.0190915940444
341.87986263838866
341.7410867242856
341.602762201924
341.464887429565
341.3274607734573
341.1904806077554
341.05394531443886
340.91785328323436
340.78220291153764
340.64699260433895
340.5122207741498
340.3778858409303
340.24398623201915
340.1105203820648
339.97748673295746
339.8448837337641
339.7127098406632
339.5809635168814
339.4496432326321
339.31874746505434
339.18827469815335
339.05822342274297
338.92859213638764
338.79937934334777
338.6705835545233
338.54220328740183
338.4142370660046
338.2866834208357
338.1595408888311
338.03280801330834
337.9064833439194
337.7805654366008
337.6550528535288
337.5299441630716
337.4052379397447
337.2809327641671
337.15702722301666
337.0335199089882
336.9104094207501
336.7876943629042
336.6653733459445
336.5434449862174
336.4219079058816
336.30076073287114
336.1800021008552
336.0596306492022
335.9396450229424
335.8200438727319
335.700825854817
335.58198963099903
335.4635338685986
335.34545724042374
335.2277584247343
335.1104361052107
334.9934889709194
334.87691571628227
334.76071504104414
334.64488565024226
334.5294262541745
334.41433556836984
334.2996123135582
334.1852552156407
334.0712630056604
333.95763441977357
333.8443681992215
333.7314630903022
333.6189178443429
333.5067312176716
333.3949019715918
333.28342887235414
333.17231069113075
333.061546203989
332.9511341918653
332.84107344054013
332.73136274061255
332.62200088747477
